state,year,county,pt_wgwto,pt_wswto,pt_wtotl,pt_cutot,po_wgwto,po_wswto,po_wtotl,po_cutot,pc_wgwto,pc_wswto,pc_wtotl,pc_cutot
CA,2010,Merced County,0.03,0,0.03,1.53,0,0,0,0,0.03,0,0.03,1.78
CA,2005,Merced County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Merced County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Merced County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Merced County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Merced County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Modoc County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Modoc County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Modoc County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Modoc County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Modoc County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Modoc County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Modoc County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Mono County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Mono County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Mono County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Mono County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Mono County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Mono County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Mono County,0.77,0,0.29,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Monterey County,0.37,160.29,160.66,0.26,0,160.29,160.29,0,0.37,0,0.37,0.26
CA,2010,Monterey County,0.64,6.88,7.52,1.53,0,6.88,6.88,0,0.64,0,0.64,1.78
CA,2005,Monterey County,0,610.38,610.38,1.53,0,610.38,610.38,0,0,0,0,1.78
CA,2000,Monterey County,0.77,890,890,1.53,0.01,890,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Monterey County,0,635,635,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Monterey County,0.77,685.13,685.49,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Monterey County,0.77,684.96,685.32,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Napa County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Napa County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Napa County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Napa County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Napa County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Napa County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Napa County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Nevada County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Nevada County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Nevada County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Nevada County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Nevada County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Nevada County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Nevada County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Orange County,0,62.36,62.36,0.29,0,62.36,62.36,0,0,0,0,0.29
CA,2010,Orange County,0,200.81,200.81,1.53,0,200.65,200.65,0,0,0.16,0.16,1.78
CA,2005,Orange County,0,305,305,1.53,0,305,305,0,0,0,0,1.78
CA,2000,Orange County,0.77,154.92,154.92,1.53,0.01,154.92,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Orange County,0,145.89,145.89,0.26,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Orange County,0.77,151.72,151.72,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Orange County,0.77,304.31,304.31,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Placer County,0,0,0,0.57,0,0,0,0,0,0,0,0.57
CA,2010,Placer County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Placer County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Placer County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Placer County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Placer County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Placer County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Plumas County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Plumas County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Plumas County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Plumas County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Plumas County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Plumas County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Plumas County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Riverside County,1.46,0,1.46,1.46,0,0,0,0,1.46,0,1.46,1.46
CA,2010,Riverside County,6.44,0.21,6.65,1.53,0,0,0,0,6.44,0.21,6.65,1.78
CA,2005,Riverside County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Riverside County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Riverside County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Riverside County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Riverside County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Sacramento County,0,1.89,1.89,2.55,0,0,0,0,0,1.89,1.89,2.55
CA,2010,Sacramento County,0,1.93,1.93,1.53,0,0,0,0,0,1.93,1.93,1.78
CA,2005,Sacramento County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Sacramento County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Sacramento County,0,11.67,11.67,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Sacramento County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Sacramento County,0.77,0,0.02,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Benito County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,San Benito County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,San Benito County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,San Benito County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Benito County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Benito County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Benito County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Bernardino County,13.04,0,13.04,20.44,0,0,0,0,13.04,0,13.04,20.44
CA,2010,San Bernardino County,11,4.09,15.09,1.53,0,0,0,0,11,4.09,15.09,1.78
CA,2005,San Bernardino County,5.94,23.95,29.89,1.53,0,0,0,0,5.94,23.95,29.89,1.78
CA,2000,San Bernardino County,0.77,0,3.21,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Bernardino County,3.49,0,3.49,3.91,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Bernardino County,0.77,0,4.11,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Bernardino County,0.77,0,8.32,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Diego County,0,80.58,80.58,1.97,0,80.58,80.58,0,0,0,0,1.97
CA,2010,San Diego County,0,2142.35,2142.35,1.53,0,2142.34,2142.34,0,0,0.01,0.01,1.78
CA,2005,San Diego County,0,3470.7,3470.7,1.53,0,3470.7,3470.7,0,0,0,0,1.78
CA,2000,San Diego County,0.77,3587.71,3587.71,1.53,0.01,3587.71,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Diego County,0,2390.08,2390.08,0.26,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Diego County,0.77,3747.89,3747.89,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Diego County,0.77,3000.77,3000.77,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Francisco County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,San Francisco County,0,10.41,10.41,1.53,0,10.41,10.41,0,0,0,0,1.78
CA,2005,San Francisco County,0,1587.82,1587.82,1.53,0,1587.82,1587.82,0,0,0,0,1.78
CA,2000,San Francisco County,0.77,168.56,168.56,1.53,0.01,168.56,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Francisco County,0,461,461,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Francisco County,0.77,439.94,439.94,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Francisco County,0.77,495.89,495.89,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Joaquin County,0,0,0,1.39,0,0,0,0,0,0,0,1.39
CA,2010,San Joaquin County,1.53,0,1.53,1.53,0,0,0,0,1.53,0,1.53,1.78
CA,2005,San Joaquin County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,San Joaquin County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Joaquin County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Joaquin County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Joaquin County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Luis Obispo County,0,1985.38,1985.38,0,0,1985.38,1985.38,0,0,0,0,0
CA,2010,San Luis Obispo County,0,2366.99,2366.99,1.53,0,2366.99,2366.99,0,0,0,0,1.78
CA,2005,San Luis Obispo County,0,2601.01,2601.01,1.53,0,2601.01,2601.01,0,0,0,0,1.78
CA,2000,San Luis Obispo County,0.77,2884.18,2884.18,1.53,0.01,2884.18,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Luis Obispo County,0.07,2514.87,2514.94,1.59,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Luis Obispo County,0.77,2666.48,2666.62,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Luis Obispo County,0.77,1464.23,1464.23,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,San Mateo County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,San Mateo County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,San Mateo County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,San Mateo County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,San Mateo County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,San Mateo County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,San Mateo County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Santa Barbara County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Santa Barbara County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2005,Santa Barbara County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Santa Barbara County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1995,Santa Barbara County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Santa Barbara County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Santa Barbara County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Santa Clara County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Santa Clara County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Santa Clara County,0.25,0,0.25,2.56,0,0,0,0,0.25,0,0.25,2.56
CA,2010,Santa Clara County,0.16,0,0.16,1.53,0,0,0,0,0.16,0,0.16,1.78
CA,2000,Santa Clara County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Santa Clara County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Santa Clara County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Santa Cruz County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Santa Cruz County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Santa Cruz County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Santa Cruz County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Santa Cruz County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Santa Cruz County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Santa Cruz County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Santa Cruz County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Santa Cruz County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Santa Cruz County,1.06,0,1.06,1.33,0,0,0,0,1.06,0,1.06,1.33
CA,2010,Santa Cruz County,2.03,0.03,2.06,1.53,0,0,0,0,2.03,0.03,2.06,1.78
CA,2000,Santa Cruz County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Santa Cruz County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Santa Cruz County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Sierra County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Sierra County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Sierra County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Sierra County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Sierra County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Sierra County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Sierra County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Siskiyou County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Siskiyou County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Siskiyou County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Siskiyou County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Siskiyou County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Siskiyou County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Siskiyou County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Solano County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Solano County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Solano County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Solano County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Solano County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Solano County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Solano County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Sonoma County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Sonoma County,15.05,0,15.05,10.34,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Sonoma County,25.24,0,25.24,18.02,0,0,0,0,25.24,0,25.24,18.02
CA,2010,Sonoma County,31.78,0,31.78,1.53,0,0,0,0,31.78,0,31.78,1.78
CA,2000,Sonoma County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Sonoma County,0.77,0,34.27,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Sonoma County,0.77,0,43.33,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Stanislaus County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Stanislaus County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Stanislaus County,0.42,0,0.42,1.07,0,0,0,0,0.42,0,0.42,1.07
CA,2010,Stanislaus County,0.55,0,0.55,1.53,0,0,0,0,0.55,0,0.55,1.78
CA,2000,Stanislaus County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Stanislaus County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Stanislaus County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Sutter County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Sutter County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Sutter County,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0.01,0.01
CA,2010,Sutter County,0.02,0,0.02,1.53,0,0,0,0,0.02,0,0.02,1.78
CA,2000,Sutter County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Sutter County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Sutter County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Tehama County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Tehama County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Tehama County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Tehama County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Tehama County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Tehama County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Tehama County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Trinity County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Trinity County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Trinity County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Trinity County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Trinity County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Trinity County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Trinity County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Tulare County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Tulare County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Tulare County,0.13,0,0.13,0.09,0,0,0,0,0.13,0,0.13,0.09
CA,2010,Tulare County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Tulare County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Tulare County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Tulare County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Tuolumne County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Tuolumne County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Tuolumne County,0.07,0,0.07,0.05,0,0,0,0,0.07,0,0.07,0.05
CA,2010,Tuolumne County,0.06,0,0.06,1.53,0,0,0,0,0.06,0,0.06,1.78
CA,2000,Tuolumne County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Tuolumne County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Tuolumne County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Ventura County,0,845.46,845.46,1.53,0,845.46,845.46,0,0,0,0,1.78
CA,1995,Ventura County,0,421.07,421.07,0.37,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Ventura County,0,61.85,61.85,0.02,0,61.85,61.85,0,0,0,0,0.02
CA,2010,Ventura County,0,293.19,293.19,1.53,0,293.19,293.19,0,0,0,0,1.78
CA,2000,Ventura County,0.77,702.02,702.02,1.53,0.01,702.02,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Ventura County,0.77,566.92,566.92,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Ventura County,0.77,874.35,874.35,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Yolo County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Yolo County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Yolo County,0,0,0,0.33,0,0,0,0,0,0,0,0.33
CA,2010,Yolo County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Yolo County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Yolo County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Yolo County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2005,Yuba County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,1995,Yuba County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,2015,Yuba County,0,0,0,0,0,0,0,0,0,0,0,0
CA,2010,Yuba County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CA,2000,Yuba County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CA,1990,Yuba County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CA,1985,Yuba County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Adams County,0,2.9,2.9,3.23,0,0,0,0,0,2.9,2.9,3.23
CO,2010,Adams County,0,6.9,6.9,1.53,0,0,0,0,0,6.9,6.9,1.78
CO,2005,Adams County,0.01,9.24,9.25,1.53,0,0,0,0,0.01,9.24,9.25,1.78
CO,2000,Adams County,0.77,3.16,3.16,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CO,1995,Adams County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1990,Adams County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1985,Adams County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Alamosa County,0,0,0,0,0,0,0,0,0,0,0,0
CO,2010,Alamosa County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2005,Alamosa County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2000,Alamosa County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CO,1995,Alamosa County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1990,Alamosa County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1985,Alamosa County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Arapahoe County,0,0,0,0,0,0,0,0,0,0,0,0
CO,2010,Arapahoe County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2005,Arapahoe County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2000,Arapahoe County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CO,1995,Arapahoe County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1990,Arapahoe County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1985,Arapahoe County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Archuleta County,0,0,0,0,0,0,0,0,0,0,0,0
CO,2010,Archuleta County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2005,Archuleta County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2000,Archuleta County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CO,1995,Archuleta County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1990,Archuleta County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1985,Archuleta County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Baca County,0,0,0,0,0,0,0,0,0,0,0,0
CO,2010,Baca County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2005,Baca County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
CO,2000,Baca County,0.77,0,0,1.53,0.01,0,30.87,0,0.82,1.05,1.86,1.78
CO,1995,Baca County,0,0,0,0,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1990,Baca County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,1985,Baca County,0.77,0,0,1.53,0.01,36.99,30.87,0,0.82,1.05,1.86,1.78
CO,2015,Bent County,0,0,0,0,0,0,0,0,0,0,0,0
CO,2010,Bent County,0,0,0,1.53,0,0,0,0,0,0,0,1.78
